source_row_id,Title,IMDb Rating,Year,Certificates,Director,Star Cast,MetaScore,Duration (minutes),Poster-src,Genres
859,Future War 198X,6.2,1982,R,Tomoharu Katsumata,"Kin'ya Kitaôji,Masako Natsume,Yoshio Kaneuchi",66.0,116.3,"https://m.media-amazon.com/images/M/MV5BZTliN2Y5NmQtMmJhZS00OGQyLWJiZDYtMjI2N2ZjN2FhYzQ0XkEyXkFqcGdeQXVyNTI4NzA1OTk@._V1_QL75_UY281_CR4,0,190,281_.jpg",Animation
860,Mobile Suit Gundam III: Encounters in Space,7.6,1982,R,Osamu Sekita,"Osamu Sekita,Yoshikazu Yasuhiko,Yoshiyuki Tomino",66.0,116.3,"https://m.media-amazon.com/images/M/MV5BNzNiOTRjZjMtZDQ4ZS00Njk0LWFiYTAtYjAxODc0ZjUyZjFmXkEyXkFqcGdeQXVyMTA3NTQwNDU4._V1_QL75_UY281_CR4,0,190,281_.jpg",Animation
861,The Age of Stupid,7.0,2009,Not Rated,Franny Armstrong,"Pete Postlethwaite,Jehangir Wadia,Alvin Du,Vernay",66.0,92.0,"https://m.media-amazon.com/images/M/MV5BMjE5NjI5ODYzN15BMl5BanBnXkFtZTcwMzE5NTU1Mw@@._V1_QL75_UY281_CR6,0,190,281_.jpg",Documentary
863,Mobile Suit Gundam F91,6.4,1991,PG-13,Yoshiyuki Tomino,"Yoshiyuki Tomino,Hajime Yatate,Tsunehisa Itô",66.0,120.0,"https://m.media-amazon.com/images/M/MV5BNWZiZjJmMzYtNGY2MC00YjVhLThkMDktNzBiZjMyZDI3NzI3XkEyXkFqcGdeQXVyNzgyNTQwMjE@._V1_QL75_UY281_CR5,0,190,281_.jpg",Animation
864,Mobile Suit Gundam: The Origin I - Blue-Eyed Casval,7.5,2015,Not Rated,Kiyoshi Egami,"Kiyoshi Egami,Nana Harada,Takashi Imanishi",66.0,64.0,"https://m.media-amazon.com/images/M/MV5BNDBlNjgzYTQtYjhkOC00MzlhLTg5OTQtM2FkODhkODJhNDE0XkEyXkFqcGdeQXVyNzgzODI1OTE@._V1_QL75_UY281_CR4,0,190,281_.jpg",Animation
865,I Accuse,7.0,1938,R,Abel Gance,"Victor Francen,Line Noro,Sylvie Gance",66.0,116.3,"https://m.media-amazon.com/images/M/MV5BMGUwYzU2MzEtYzU5Ny00YzQyLThjOTQtOTEzN2M0OTVmZDdhXkEyXkFqcGdeQXVyNTM2NTg3Nzg@._V1_QL75_UX190_CR0,0,190,281_.jpg",Drama
866,It Happened Here,6.7,1964,Not Rated,Kevin Brownlow,"Kevin Brownlow,Andrew Mollo,Dinah Brooke",66.0,93.0,"https://m.media-amazon.com/images/M/MV5BNDAyZTU5NGQtNzY1Yy00NDU0LTlkN2YtNDNiMGU4OTQzYjQyXkEyXkFqcGdeQXVyNjc5NjEzNA@@._V1_QL75_UX190_CR0,2,190,281_.jpg",Drama
867,Izo,6.0,2004,Not Rated,Takashi Miike,"Kazuya Nakayama,Kaori Momoi,Ryûhei Matsuda",66.0,128.0,"https://m.media-amazon.com/images/M/MV5BMTQyMDY1MzM1M15BMl5BanBnXkFtZTcwMDI3MzEzMQ@@._V1_QL75_UY281_CR2,0,190,281_.jpg",Action
868,The Age of the Earth,6.5,1980,R,Glauber Rocha,"Castro Alves,Glauber Rocha",66.0,116.3,"https://m.media-amazon.com/images/M/MV5BNDkyMzU1NGMtY2YzYS00MmY5LWIyMGYtNTczZGM1Yjc1MmViXkEyXkFqcGdeQXVyNTU1MDE3ODk@._V1_QL75_UY281_CR13,0,190,281_.jpg",Drama
869,Saving for the Day,8.8,2023,R,John D. Nilles,"Andy Shirtliff,Lindsey Zachariasen,James Mc,Gahee",66.0,116.3,"https://m.media-amazon.com/images/M/MV5BM2I1MWYwNzMtM2Y1ZC00MTJjLThkNzEtMDAyNjE3MzMzZWY0XkEyXkFqcGdeQXVyNTUzNjI1OTE@._V1_QL75_UY281_CR0,0,190,281_.jpg",Action
870,Blindazh,7.0,2024,R,Mark Gorobets,"Veronika Mox,Igor Petrenko,Margarita Abroskina",66.0,116.3,"https://m.media-amazon.com/images/M/MV5BNDdiNGJjOWYtNzZiZS00ZGMxLWJkOGMtMGZkOTY5OGY3MTU5XkEyXkFqcGdeQXVyNDM1ODc2NzE@._V1_QL75_UY281_CR4,0,190,281_.jpg",Action
871,Mobile Suit Gundam: Char's Counterattack,7.3,1988,R,Yoshiyuki Tomino,Yoshiyuki Tomino,66.0,116.3,"https://m.media-amazon.com/images/M/MV5BMTE5OGJjZmQtZmI0Ni00YzU1LWE1OGItZGI5MDc3ODhlYjc1XkEyXkFqcGdeQXVyMTA3OTEyODI1._V1_QL75_UY281_CR4,0,190,281_.jpg",Animation
872,Labyrinth of Cinema,6.7,2019,R,Nobuhiko Ôbayashi,"Tadanobu Asano,Takuro Atsuki,Mickey Curtis",82.0,116.3,"https://m.media-amazon.com/images/M/MV5BNzM5M2E5ZDItMWUyMy00ZTUwLWEzNzEtYmFiN2ZkOGYzYjY1XkEyXkFqcGdeQXVyOTIyMDI0ODA@._V1_QL75_UY281_CR5,0,190,281_.jpg",Drama
873,Tomorrow I'll Wake Up and Scald Myself with Tea,7.1,1977,R,Jindrich Polák,"Petr Kostka,Jirí Sovák,Vladimír Mensík",66.0,116.3,"https://m.media-amazon.com/images/M/MV5BNjNlZDgwOTktMmQ1ZS00Y2E2LTg3ZTMtYmExY2M0MjFjOTljXkEyXkFqcGdeQXVyMjIxMzMyMQ@@._V1_QL75_UY281_CR5,0,190,281_.jpg",Comedy
874,Appleseed: Ex Machina,7.0,2007,PG-13,Shinji Aramaki,"Ai Kobayashi,Kôichi Yamadera,Yûji Kishi",66.0,105.0,"https://m.media-amazon.com/images/M/MV5BMzg0ZDI4NzgtNjM0OC00ZDUyLWEyZTktNzI5MTcyNGRlMDdjXkEyXkFqcGdeQXVyMzM4MjM0Nzg@._V1_QL75_UY281_CR4,0,190,281_.jpg",Animation
875,The Sky Crawlers,6.7,2008,PG-13,Mamoru Oshii,"Rinko Kikuchi,Ryô Kase,Shôsuke Tanihara",66.0,122.0,"https://m.media-amazon.com/images/M/MV5BMDAzODI2YjEtNDBhMy00NmZmLTkxNjgtNGVlZjQ5OTMzMjc1XkEyXkFqcGdeQXVyNjU3MDQ3NTU@._V1_QL75_UY281_CR4,0,190,281_.jpg",Animation
876,The Epidemic,6.2,2024,R,Nigel Hartwell,"Manton Harding,Nigel Hartwell,Dakota House",66.0,116.3,"https://m.media-amazon.com/images/M/MV5BODA4NjYwODEwOF5BMl5BanBnXkFtZTgwMTQyMzI3MTE@._V1_QL75_UX190_CR0,4,190,281_.jpg",Action
877,Mobile Suit Gundam I,7.0,1981,TV-PG,Ryôji Fujiwara,"Ryôji Fujiwara,Yoshiyuki Tomino,Eikichi Kojika",66.0,137.0,"https://m.media-amazon.com/images/M/MV5BZGEzOGEwZWMtODI0MC00NjU5LThlMzItNmJlMGFiNDEwM2RhXkEyXkFqcGdeQXVyMTA3NTQwNDU4._V1_QL75_UY281_CR4,0,190,281_.jpg",Animation
878,Crusade in Jeans,6.1,2006,PG,Ben Sombogaart,"Bill Haney,Jean-Claude Van,Rijckeghem Chris,Craps",66.0,125.0,"https://m.media-amazon.com/images/M/MV5BNDA0Y2ZiZjUtYjY0MC00YTM0LWEyY2MtNzFiOTEwZDcyNTNhXkEyXkFqcGdeQXVyMzMyNTk2MjU@._V1_QL75_UX190_CR0,2,190,281_.jpg",Adventure
879,The Fabulous Baron Munchausen,7.7,1962,Not Rated,Karel Zeman,"Jirí Brdecka,Gottfried August,Bürger Josef,Kainar",66.0,83.0,"https://m.media-amazon.com/images/M/MV5BZjg1OGUzOTEtZDQxYS00ZDBiLTg4MzktY2MwNzQzNmMzYjRmXkEyXkFqcGdeQXVyMTA4NDI1NTQx._V1_QL75_UY281_CR18,0,190,281_.jpg",Animation
880,Macross: Do You Remember Love?,7.7,1984,Not Rated,Noboru Ishiguro,"Noboru Ishiguro,Shôji Kawamori,Katsuhito Akiyama",66.0,114.0,"https://m.media-amazon.com/images/M/MV5BM2RhOGFhMTEtNGQ1OS00MWIwLWE4OWUtZTJkZWI1MWIwOWJkXkEyXkFqcGdeQXVyNDQxNjcxNQ@@._V1_QL75_UY281_CR5,0,190,281_.jpg",Animation
881,Appleseed,6.9,2004,R,Shinji Aramaki,"Ai Kobayashi,Jûrôta Kosugi,Yuki Matsuoka",40.0,101.0,"https://m.media-amazon.com/images/M/MV5BODAwYjA4OWEtYjUzYy00ZTQzLWI2YzctNmVjYjIxYmE4YmI3XkEyXkFqcGdeQXVyMzM4MjM0Nzg@._V1_QL75_UX190_CR0,0,190,281_.jpg",Animation
882,Things to Come,6.6,1936,Not Rated,William Cameron Menzies,"H.G.,Wells",66.0,100.0,"https://m.media-amazon.com/images/M/MV5BMDA2ZTZjMTctNmZiYi00MDA1LWEzZDQtN2JhYjRiNjMyMzEyXkEyXkFqcGdeQXVyNjQzNDI3NzY@._V1_QL75_UX190_CR0,2,190,281_.jpg",Drama
883,Richard III,7.3,1995,R,Richard Loncraine,"Ian Mc,Kellen Richard,Loncraine Richard,Eyre",86.0,110.0,"https://m.media-amazon.com/images/M/MV5BOWI3NjhhZDItNWQ2NS00Zjg0LWIzMjctNzY0MjRmNzkyYzVmXkEyXkFqcGdeQXVyMTA0MjU0Ng@@._V1_QL75_UY281_CR0,0,190,281_.jpg",Drama
884,Slaughterhouse-Five,6.8,1972,R,George Roy Hill,"Michael Sacks,Ron Leibman,Eugene Roche",66.0,104.0,"https://m.media-amazon.com/images/M/MV5BNDQzZGUzNzQtMGQyOC00Nzg0LWEyZWQtN2QwOWU5Yjk5YTExXkEyXkFqcGdeQXVyMTY5Nzc4MDY@._V1_QL75_UX190_CR0,10,190,281_.jpg",Comedy
885,"Tomorrow, When the War Began",6.1,2010,R,Stuart Beattie,"Caitlin Stasey,Rachel,Hurd-Wood Lincoln,Lewis",54.0,104.0,"https://m.media-amazon.com/images/M/MV5BMTk2MDMyNjUwOF5BMl5BanBnXkFtZTcwMjYzNjg1Mw@@._V1_QL75_UX190_CR0,0,190,281_.jpg",Action
886,How I Live Now,6.4,2013,R,Kevin Macdonald,"Meg Rosoff,Jeremy Brock,Penelope Skinner",57.0,101.0,"https://m.media-amazon.com/images/M/MV5BMTU4NTg4NzgzMF5BMl5BanBnXkFtZTgwOTU1NTMxMDE@._V1_QL75_UX190_CR0,0,190,281_.jpg",Action
887,Lola,6.4,2022,R,Andrew Legge,"Emma Appleton,Stefanie Martini,Theodora Brabazon,Legge",70.0,116.3,"https://m.media-amazon.com/images/M/MV5BZDhiM2VjNzEtMzFkNC00ZWI2LThkZWYtYWFkNjMzYTczMjg4XkEyXkFqcGdeQXVyNDI3MjIxNjk@._V1_QL75_UY281_CR5,0,190,281_.jpg",Sci-Fi
888,The Huntsman: Winter's War,6.1,2016,PG-13,Cedric Nicolas-Troyan,"Chris Hemsworth,Jessica Chastain,Charlize Theron",35.0,114.0,"https://m.media-amazon.com/images/M/MV5BMmI5ZjBjZmMtNTQwOC00YWJjLThkNmUtOTY2ZDkwMmI2ZmU4XkEyXkFqcGdeQXVyMTQ1ODEyNjA@._V1_QL75_UY281_CR1,0,190,281_.jpg",Action
889,Snow White and the Huntsman,6.1,2012,PG-13,Rupert Sanders,"Evan Daugherty,John Lee,Hancock Hossein,Amini",57.0,127.0,"https://m.media-amazon.com/images/M/MV5BOGQ5MWNjZGQtOWM2ZC00MjEyLWEwODAtN2JmN2U0OWQ0YzI3XkEyXkFqcGdeQXVyNTIzOTk5ODM@._V1_QL75_UX190_CR0,10,190,281_.jpg",Action
890,It Chapter Two,6.5,2019,R,Andy Muschietti,"Jessica Chastain,James Mc,Avoy Bill,Hader",58.0,169.0,"https://m.media-amazon.com/images/M/MV5BYTJlNjlkZTktNjEwOS00NzI5LTlkNDAtZmEwZDFmYmM2MjU2XkEyXkFqcGdeQXVyNjg2NjQwMDQ@._V1_QL75_UX190_CR0,0,190,281_.jpg",Drama
891,Dogma,7.3,1999,R,Kevin Smith,"Ben Affleck,Matt Damon,Linda Fiorentino",62.0,130.0,"https://m.media-amazon.com/images/M/MV5BNDQxMTRlYzMtMzQ0ZC00MDJjLWE0YTgtZTAxMmI0MzY2MjVhXkEyXkFqcGdeQXVyNTI4MjkwNjA@._V1_QL75_UY281_CR8,0,190,281_.jpg",Adventure
892,The Shape of Water,7.3,2017,R,Guillermo del Toro,"Guillermo del,Toro Vanessa,Taylor",87.0,123.0,"https://m.media-amazon.com/images/M/MV5BNGNiNWQ5M2MtNGI0OC00MDA2LWI5NzEtMmZiYjVjMDEyOWYzXkEyXkFqcGdeQXVyMjM4NTM5NDY@._V1_QL75_UX190_CR0,0,190,281_.jpg",Drama
893,Groundhog Day,8.0,1993,PG,Harold Ramis,"Danny Rubin,Harold Ramis",72.0,101.0,"https://m.media-amazon.com/images/M/MV5BZWIxNzM5YzQtY2FmMS00Yjc3LWI1ZjUtNGVjMjMzZTIxZTIxXkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_QL75_UX190_CR0,1,190,281_.jpg",Comedy
894,Willow,7.2,1988,PG,Ron Howard,"Val Kilmer,Joanne Whalley,Warwick Davis",47.0,126.0,"https://m.media-amazon.com/images/M/MV5BNTliMTA3ZTUtYzJkMC00M2UzLTllYmItNjc1MzFhOTJmMmJjXkEyXkFqcGdeQXVyOTYyMTY2NzQ@._V1_QL75_UX190_CR0,1,190,281_.jpg",Action
895,Big Fish,8.0,2003,PG-13,Tim Burton,"Ewan Mc,Gregor Albert,Finney Billy,Crudup",58.0,125.0,"https://m.media-amazon.com/images/M/MV5BZTNlNTQzMGEtYjU4Yi00MzEzLThmMTQtNmM0NzcxZWI1MTk0XkEyXkFqcGdeQXVyMjUzOTY1NTc@._V1_QL75_UX190_CR0,1,190,281_.jpg",Adventure
896,Maleficent,6.9,2014,PG,Robert Stromberg,Angelina Jolie,56.0,97.0,"https://m.media-amazon.com/images/M/MV5BMjAwMzAzMzExOF5BMl5BanBnXkFtZTgwOTcwMDA5MTE@._V1_QL75_UX190_CR0,0,190,281_.jpg",Action
897,The Hobbit: The Desolation of Smaug,7.8,2013,PG-13,Peter Jackson,"Fran Walsh,Philippa Boyens,Peter Jackson",66.0,161.0,"https://m.media-amazon.com/images/M/MV5BMzU0NDY0NDEzNV5BMl5BanBnXkFtZTgwOTIxNDU1MDE@._V1_QL75_UY281_CR0,0,190,281_.jpg",Adventure
898,Field of Dreams,7.5,1989,PG,Phil Alden Robinson,Kevin Costner,57.0,107.0,"https://m.media-amazon.com/images/M/MV5BNzk5OWY0YjAtYWU3ZS00Y2Q4LWFlNjItMzgwMTQ2MjIyMDFmL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_QL75_UX190_CR0,2,190,281_.jpg",Drama
899,Coraline,7.7,2009,PG,Henry Selick,Dakota Fanning,80.0,100.0,"https://m.media-amazon.com/images/M/MV5BMzQxNjM5NzkxNV5BMl5BanBnXkFtZTcwMzg5NDMwMg@@._V1_QL75_UX190_CR0,0,190,281_.jpg",Animation
900,The Secret Life of Walter Mitty,7.3,2013,PG,Ben Stiller,"Steve Conrad,James Thurber",54.0,114.0,"https://m.media-amazon.com/images/M/MV5BODYwNDYxNDk1Nl5BMl5BanBnXkFtZTgwOTAwMTk2MDE@._V1_QL75_UX190_CR0,0,190,281_.jpg",Adventure
901,Edward Scissorhands,7.9,1990,PG-13,Tim Burton,"Tim Burton,Caroline Thompson",74.0,105.0,"https://m.media-amazon.com/images/M/MV5BMWY2MGRkNjgtZDczNi00YWJjLTkwNmUtMTY0NTE5ZDhkZjgwXkEyXkFqcGdeQXVyMjUzOTY1NTc@._V1_QL75_UX190_CR0,0,190,281_.jpg",Drama
902,The Curious Case of Benjamin Button,7.8,2008,PG-13,David Fincher,"Eric Roth,Robin Swicord,F.,Scott Fitzgerald",70.0,166.0,"https://m.media-amazon.com/images/M/MV5BMzI4M2I1MTItYjdiYi00YTZhLTg0NDgtZWIzOGU5ZmM3NWZlXkEyXkFqcGdeQXVyODE5NzE3OTE@._V1_QL75_UX190_CR0,0,190,281_.jpg",Drama
903,Excalibur,7.3,1981,PG,John Boorman,"Thomas Malory,Rospo Pallenberg,John Boorman",56.0,140.0,"https://m.media-amazon.com/images/M/MV5BNmI4MDU0NDUtZTNmZC00YTYwLTk3NzgtMGFmYjg3N2VjODczXkEyXkFqcGdeQXVyMjUzOTY1NTc@._V1_QL75_UX190_CR0,3,190,281_.jpg",Adventure
904,Bridge to Terabithia,7.2,2007,PG,Gabor Csupo,Josh Hutcherson,74.0,96.0,"https://m.media-amazon.com/images/M/MV5BMTMzOTk1MzIyN15BMl5BanBnXkFtZTcwNTM3MjczMQ@@._V1_QL75_UX190_CR0,0,190,281_.jpg",Drama
905,Cinderella,6.9,2015,PG,Kenneth Branagh,Lily James,67.0,105.0,"https://m.media-amazon.com/images/M/MV5BMjMxODYyODEzN15BMl5BanBnXkFtZTgwMDk4OTU0MzE@._V1_QL75_UX190_CR0,0,190,281_.jpg",Adventure
906,Meet Joe Black,7.2,1998,PG-13,Martin Brest,"Ron Osborn,Jeff Reno,Kevin Wade",43.0,178.0,"https://m.media-amazon.com/images/M/MV5BNmVlN2NiZWItY2JlMy00NzRmLTg0Y2ItZmM0ZjVjZjMyM2Q4XkEyXkFqcGdeQXVyMTUzMDUzNTI3._V1_QL75_UY281_CR1,0,190,281_.jpg",Drama
907,The Man from Earth,7.8,2007,Not Rated,Richard Schenkman,"David Lee,Smith Tony,Todd John,Billingsley",66.0,87.0,"https://m.media-amazon.com/images/M/MV5BMzQ5NGQwOTUtNWJlZi00ZTFiLWI0ZTEtOGU3MTA2ZGU5OWZiXkEyXkFqcGdeQXVyMTczNjQwOTY@._V1_QL75_UX190_CR0,2,190,281_.jpg",Drama
908,The NeverEnding Story,7.3,1984,PG,Wolfgang Petersen,Noah Hathaway,46.0,102.0,"https://m.media-amazon.com/images/M/MV5BM2YwNWExYjItODZmOC00MTRjLWFlYmEtODFmNGI5M2E5NzYxXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_QL75_UX190_CR0,8,190,281_.jpg",Adventure
909,Doctor Sleep,7.3,2019,R,Mike Flanagan,"Ewan Mc,Gregor Rebecca,Ferguson Kyliegh,Curran",59.0,152.0,"https://m.media-amazon.com/images/M/MV5BYmY3NGJlYTItYmQ4OS00ZTEwLWIzODItMjMzNWU2MDE0NjZhXkEyXkFqcGdeQXVyMzQzMDA3MTI@._V1_QL75_UX190_CR0,0,190,281_.jpg",Drama
910,Pan's Labyrinth,8.2,2006,R,Guillermo del Toro,"Ivana Baquero,Ariadna Gil,Sergi López",98.0,118.0,"https://m.media-amazon.com/images/M/MV5BYzFjMThiMGItOWRlMC00MDI4LThmOGUtYTNlZGZiYWI1YjMyXkEyXkFqcGdeQXVyMjUzOTY1NTc@._V1_QL75_UX190_CR0,1,190,281_.jpg",Drama
911,Ghost,7.1,1990,PG-13,Jerry Zucker,"Patrick Swayze,Demi Moore,Whoopi Goldberg",52.0,127.0,"https://m.media-amazon.com/images/M/MV5BMmE4ZjI3YzctNjM0YS00MjBlLWFmYjItNDRiNTk0ZmRkYjVjXkEyXkFqcGdeQXVyNjc3MjQzNTI@._V1_QL75_UX190_CR0,0,190,281_.jpg",Drama
912,The Green Knight,6.6,2021,R,David Lowery,"Dev Patel,Alicia Vikander,Joel Edgerton",85.0,130.0,"https://m.media-amazon.com/images/M/MV5BMjMxNTdiNWMtOWY0My00MjM4LTkwNzMtOGI0YThhN2Q4M2I4XkEyXkFqcGdeQXVyMTkxNjUyNQ@@._V1_QL75_UX190_CR0,0,190,281_.jpg",Adventure
913,The Legend of Tarzan,6.2,2016,PG-13,David Yates,"Adam Cozad,Craig Brewer,Edgar Rice,Burroughs",44.0,110.0,"https://m.media-amazon.com/images/M/MV5BMzY3OTI0OTcyMF5BMl5BanBnXkFtZTgwNjkxNTAwOTE@._V1_QL75_UX190_CR0,0,190,281_.jpg",Action
914,The Devil's Advocate,7.5,1997,R,Taylor Hackford,"Keanu Reeves,Al Pacino,Charlize Theron",60.0,144.0,"https://m.media-amazon.com/images/M/MV5BM2M2MDJhMDgtMmJkYy00MTgzLTkyZTktODM5NzE1MWUyNDA4XkEyXkFqcGdeQXVyNTA4NzY1MzY@._V1_QL75_UY281_CR4,0,190,281_.jpg",Drama
915,Big,7.3,1988,PG,Penny Marshall,"Tom Hanks,Elizabeth Perkins,Robert Loggia",73.0,104.0,"https://m.media-amazon.com/images/M/MV5BMDQ1ODM5MTMtMjAwYi00ZGUxLTliNTMtN2ZhODAwMjVhMTRlXkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_QL75_UY281_CR1,0,190,281_.jpg",Comedy
916,Men,6.1,2022,R,Alex Garland,"Jessie Buckley,Rory Kinnear,Paapa Essiedu",65.0,100.0,"https://m.media-amazon.com/images/M/MV5BZGQ2ZDNiMjgtMTNhNS00MjUxLWFkYTMtYTI1OTE0MmQ2MmJkXkEyXkFqcGdeQXVyMTM1MTE1NDMx._V1_QL75_UX190_CR0,0,190,281_.jpg",Drama
917,Interview with the Vampire: The Vampire Chronicles,7.5,1994,R,Neil Jordan,Anne Rice,62.0,123.0,"https://m.media-amazon.com/images/M/MV5BYThmYjJhMGItNjlmOC00ZDRiLWEzNjUtZjU4MjA3MzY0MzFmXkEyXkFqcGdeQXVyNTI4MjkwNjA@._V1_QL75_UX190_CR0,2,190,281_.jpg",Drama
918,The Age of Adaline,7.2,2015,PG-13,Lee Toland Krieger,"J.,Mills Goodloe,Salvador Paskowitz",51.0,112.0,"https://m.media-amazon.com/images/M/MV5BMTAzMTQzMTA2MjheQTJeQWpwZ15BbWU4MDk2MTg2MzUx._V1_QL75_UX190_CR0,3,190,281_.jpg",Drama
919,Suspiria,6.7,2018,R,Luca Guadagnino,"Chloë Grace,Moretz Tilda,Swinton Doris,Hick",64.0,152.0,"https://m.media-amazon.com/images/M/MV5BMjQ2MTIyNjM2MF5BMl5BanBnXkFtZTgwMDE3NDMyNjM@._V1_QL75_UX190_CR0,6,190,281_.jpg",Drama
920,The Lighthouse,7.4,2019,R,Robert Eggers,"Robert Pattinson,Willem Dafoe,Valeriia Karaman",83.0,109.0,"https://m.media-amazon.com/images/M/MV5BZmE0MGJhNmYtOWNjYi00Njc5LWE2YjEtMWMxZTVmODUwMmMxXkEyXkFqcGdeQXVyMTkxNjUyNQ@@._V1_QL75_UX190_CR0,0,190,281_.jpg",Drama
921,The Witch,7.0,2015,R,Robert Eggers,"Anya,Taylor-Joy Ralph,Ineson Kate,Dickie",84.0,92.0,"https://m.media-amazon.com/images/M/MV5BMTUyNzkwMzAxOF5BMl5BanBnXkFtZTgwMzc1OTk1NjE@._V1_QL75_UX190_CR0,0,190,281_.jpg",Drama
922,Parthenope,6.4,2024,R,Paolo Sorrentino,"Gary Oldman,Stefania Sandrelli,Celeste Dalla,Porta",58.0,116.3,"https://m.media-amazon.com/images/M/MV5BZWJlYWIzZmUtOTE2YS00YzljLWFjM2UtMTk0ZjZkNjUyM2U5XkEyXkFqcGdeQXVyMDc5ODIzMw@@._V1_QL75_UY281_CR4,0,190,281_.jpg",Drama
923,Three Thousand Years of Longing,6.7,2022,R,George Miller,"Tilda Swinton,Idris Elba,Erdil Yasaroglu",60.0,108.0,"https://m.media-amazon.com/images/M/MV5BODFjMmVmN2YtOTc5Yy00YWM0LTg0N2ItZDJiNTU5MWMyMDVlXkEyXkFqcGdeQXVyMTkxNjUyNQ@@._V1_QL75_UX190_CR0,0,190,281_.jpg",Drama
924,All of Us Strangers,7.7,2023,R,Andrew Haigh,"Andrew Scott,Paul Mescal,Carter John,Grout",90.0,105.0,"https://m.media-amazon.com/images/M/MV5BZmYzMjMzN2EtMGYwNi00ODc3LWI3YTctMjA5YjI1MGFkYTlhXkEyXkFqcGdeQXVyMDM2NDM2MQ@@._V1_QL75_UX190_CR0,2,190,281_.jpg",Drama
925,Hook,6.8,1991,PG,Steven Spielberg,Dustin Hoffman,52.0,142.0,"https://m.media-amazon.com/images/M/MV5BNjMxODllYTEtN2NmOS00NmE1LWFhMzUtOWRmZmQwZjgwOWM2XkEyXkFqcGdeQXVyOTYyMTY2NzQ@._V1_QL75_UX190_CR0,2,190,281_.jpg",Adventure
926,The Princess Diaries,6.4,2001,G,Garry Marshall,Julie Andrews,52.0,115.0,"https://m.media-amazon.com/images/M/MV5BMzcwYjEwMzEtZTZmMi00ZGFhLWJhZjItMDAzNDVkNjZmM2U5L2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_QL75_UY281_CR3,0,190,281_.jpg",Comedy
927,Ice Age,7.5,2002,PG,Chris Wedge,Denis Leary,61.0,81.0,"https://m.media-amazon.com/images/M/MV5BM2JmZGJkNzAtOWI0MC00ZmE5LWIwMjYtODU0OGUxNDg4ZDkwXkEyXkFqcGdeQXVyMTA5ODEyNTc5._V1_QL75_UX190_CR0,2,190,281_.jpg",Animation
928,Zara Hatke Zara Bachke,6.0,2023,Not Rated,Laxman Utekar,Vicky Kaushal,57.1,132.0,"https://m.media-amazon.com/images/M/MV5BMjAwZGFkMTUtODA4Yi00ZTE2LWI0ZTctMTgyZTlkYzQ5MTA0XkEyXkFqcGdeQXVyODE5NzE3OTE@._V1_QL75_UY281_CR11,0,190,281_.jpg",Comedy
929,Annie,6.6,1982,PG,John Huston,Aileen Quinn,39.0,127.0,"https://m.media-amazon.com/images/M/MV5BYzU2YzA3NTYtNDg3OS00YTg3LThiODctZTQ3MzhkZDVjZDNlXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_QL75_UX190_CR0,2,190,281_.jpg",Comedy
930,Matilda,7.0,1996,PG,Danny DeVito,"Danny De,Vito",72.0,102.0,"https://m.media-amazon.com/images/M/MV5BMWE2YTBhYzItZDAxZS00Mjc3LWIxNmYtMzljZjIxMGE1NmY2XkEyXkFqcGdeQXVyMjUzOTY1NTc@._V1_QL75_UX190_CR0,0,190,281_.jpg",Comedy
931,Bandslam,6.3,2009,PG,Todd Graff,Aly Michalka,66.0,111.0,"https://m.media-amazon.com/images/M/MV5BMTg0MDI4MTIzMV5BMl5BanBnXkFtZTcwMDU5MjI2Mg@@._V1_QL75_UX190_CR0,0,190,281_.jpg",Comedy
932,Home Alone,7.7,1990,PG,Chris Columbus,Macaulay Culkin,63.0,103.0,"https://m.media-amazon.com/images/M/MV5BMzFkM2YwOTQtYzk2Mi00N2VlLWE3NTItN2YwNDg1YmY0ZDNmXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_QL75_UX190_CR0,1,190,281_.jpg",Comedy
933,Aladdin,6.9,2019,PG,Guy Ritchie,Will Smith,53.0,128.0,"https://m.media-amazon.com/images/M/MV5BMjQ2ODIyMjY4MF5BMl5BanBnXkFtZTgwNzY4ODI2NzM@._V1_QL75_UX190_CR0,0,190,281_.jpg",Adventure
934,The Parent Trap,6.7,1998,PG,Nancy Meyers,Lindsay Lohan,63.0,128.0,"https://m.media-amazon.com/images/M/MV5BNWYyMzJhNzEtMzFkNC00M2U0LTkwMWYtYWVkN2Y2MGI5ODZkL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_QL75_UX190_CR0,0,190,281_.jpg",Adventure
935,2010,6.7,1984,PG,Peter Hyams,"Roy Scheider,John Lithgow,Helen Mirren",53.0,116.0,"https://m.media-amazon.com/images/M/MV5BOTU1NDQwZjQtODc2YS00MTE4LWE5YTctMmYwYmNiYTU2MzRmXkEyXkFqcGdeQXVyODU2MDg1NzU@._V1_QL75_UX190_CR0,1,190,281_.jpg",Adventure
